X,y
1.0,14.983570765056164
1.4974874371859297,13.052397087108902
1.9949748743718594,18.225879876433112
2.492462311557789,23.846305060934597
2.9899497487437188,16.304107498242615
3.487437185929648,17.547908180078217
3.9849246231155777,27.8583756353259
4.482412060301508,25.043203796518313
4.9798994974874375,20.102376814043833
5.477386934673366,26.406267554613237
5.974874371859296,22.62009746558593
6.472361809045226,23.85225575476178
6.969849246231155,28.634434473408056
7.467336683417085,19.10194048525372
7.964824120603015,21.287471138942372
8.462311557788944,28.344341248267497
8.959798994974875,27.335341885765068
9.457286432160803,35.214452743378374
9.954773869346733,30.346814295760776
10.452261306532662,29.0691347596552
10.949748743718592,44.70261570390425
11.447236180904522,37.48920894982863
11.944723618090451,40.19945006866574
12.442211055276381,33.98178670712367
12.93969849246231,39.62733260852986
13.43718592964824,44.14757777266993
13.93467336683417,39.08171552997391
14.4321608040201,47.95889210177861
14.92964824120603,44.32092715342105
15.42713567839196,47.10937044701352
15.924623115577889,46.80302472779774
16.42211055276382,60.31666730445424
16.91959798994975,52.23150885118471
17.417085427135678,48.25415892305969
17.914572864321606,58.899156721319954
18.412060301507537,49.925932503913735
18.909547738693465,58.31818732175744
19.407035175879397,48.71923732029961
19.904522613065325,53.12037628817116
20.402010050251256,61.98933130497375
20.899497487437184,65.94107661857001
21.396984924623116,64.34930371750764
21.894472361809044,64.1579394925814
22.391959798994975,64.474381019541
22.889447236180903,59.83100813861511
23.386934673366834,64.86811564144354
23.884422110552762,67.40786142158296
24.381909547738694,76.24038500044132
24.87939698492462,73.91658391015386
25.376884422110553,64.6270102784627
25.87437185929648,76.30634949521517
26.371859296482413,74.00423683912445
26.86934673366834,73.78875683264106
27.366834170854272,81.47546687134002
27.8643216080402,84.81580163258026
28.36180904522613,85.56092320864632
28.85929648241206,77.95215358991696
29.35678391959799,81.8458979197389
29.85427135678392,86.29199554897762
30.35175879396985,90.75712262053642
30.849246231155778,84.727244388663
31.34673366834171,87.43853928753519
31.844221105527637,84.07887789378896
32.34170854271357,84.87323823638057
32.8391959798995,96.16061906171974
33.336683417085425,100.12290868556768
33.834170854271356,94.22537652777672
34.33165829145729,100.84681021810334
34.82914572864321,98.88104444684619
35.32663316582914,95.09098414154724
35.824120603015075,101.36727953507976
36.321608040201006,108.49420293283237
36.81909547738693,101.86860849791756
37.31658291457286,111.11467556550218
37.814070351758794,91.43645035894826
38.311557788944725,109.88840699423793
38.80904522613065,107.45784840651748
39.30653266331658,106.77129490596211
39.80402010050251,109.96885413393379
40.301507537688444,100.81592427121664
40.79899497487437,110.89912799799836
41.2964824120603,115.02676888770948
41.79396984924623,121.87439484682315
42.29145728643216,113.13729212471216
42.78894472361809,112.92989379457929
43.28643216080402,115.70729518408737
43.78391959798995,124.03680958348525
44.28140703517588,122.34727313623813
44.778894472361806,119.29843516206931
